company_id,metric_type,period_years,value_pct,divergence_pct,divergence_flag
COMP36,stock_price_cagr,5,20.0,0.0,0
COMP36,stock_price_cagr,3,13.0,0.0,0
COMP36,stock_price_cagr,1,14.0,0.0,0
COMP36,roe,10,27.0,89.47,1
COMP36,roe,5,20.0,40.35,1
COMP36,roe,3,21.0,47.37,1
COMP36,roe,1,18.0,26.32,1
COMP37,compounded_sales_growth,10,16.0,77.78,1
COMP37,compounded_sales_growth,5,12.0,33.33,1
COMP37,compounded_sales_growth,3,11.0,22.22,1
COMP37,compounded_sales_growth,1,8.0,0.0,0
COMP37,compounded_profit_growth,10,22.0,144.44,1
COMP37,compounded_profit_growth,5,17.0,88.89,1
COMP37,compounded_profit_growth,3,14.0,55.56,1
COMP37,compounded_profit_growth,1,13.0,0.0,0
COMP37,stock_price_cagr,10,20.0,0.0,0
COMP37,stock_price_cagr,5,21.0,0.0,0
COMP37,stock_price_cagr,3,14.0,0.0,0
COMP37,stock_price_cagr,1,9.0,0.0,0
COMP37,roe,10,22.0,53.85,1
COMP37,roe,5,21.0,46.85,1
COMP37,roe,3,18.0,25.87,1
COMP37,roe,1,16.0,11.89,1
COMP38,compounded_sales_growth,10,17.0,30.77,1
COMP38,compounded_sales_growth,5,13.0,0.0,0
COMP38,compounded_sales_growth,3,12.0,7.69,1
COMP38,compounded_sales_growth,1,9.0,0.0,0
COMP38,compounded_profit_growth,10,23.0,76.92,1
COMP38,compounded_profit_growth,5,18.0,38.46,1
COMP38,compounded_profit_growth,3,15.0,15.38,1
COMP38,compounded_profit_growth,1,14.0,0.0,0
COMP38,stock_price_cagr,10,21.0,0.0,0
COMP38,stock_price_cagr,5,22.0,0.0,0
COMP38,stock_price_cagr,3,15.0,0.0,0
COMP38,stock_price_cagr,1,10.0,0.0,0
COMP38,roe,10,23.0,60.28,1
COMP38,roe,5,22.0,53.31,1
COMP38,roe,3,19.0,32.4,1
COMP38,roe,1,17.0,18.47,1
COMP39,compounded_sales_growth,10,18.0,5.88,1
COMP39,compounded_sales_growth,5,14.0,17.65,1
COMP39,compounded_sales_growth,3,13.0,23.53,1
COMP39,compounded_sales_growth,1,10.0,0.0,0
COMP39,compounded_profit_growth,10,24.0,41.18,1
COMP39,compounded_profit_growth,5,19.0,11.76,1
COMP39,compounded_profit_growth,3,16.0,5.88,1
COMP39,compounded_profit_growth,1,15.0,0.0,0
COMP39,stock_price_cagr,10,22.0,0.0,0
COMP39,stock_price_cagr,5,23.0,0.0,0
COMP39,stock_price_cagr,3,16.0,0.0,0
COMP39,stock_price_cagr,1,11.0,0.0,0
COMP39,roe,10,24.0,66.67,1
COMP39,roe,5,23.0,59.72,1
COMP39,roe,3,20.0,38.89,1
COMP39,roe,1,18.0,25.0,1
COMP40,compounded_sales_growth,10,19.0,9.52,1
COMP40,compounded_sales_growth,5,15.0,28.57,1
COMP40,compounded_sales_growth,3,14.0,33.33,1
COMP40,compounded_sales_growth,1,11.0,0.0,0
COMP40,compounded_profit_growth,10,25.0,19.05,1
COMP40,compounded_profit_growth,5,20.0,4.76,0
COMP40,compounded_profit_growth,3,17.0,19.05,1
COMP40,compounded_profit_growth,1,16.0,0.0,0
COMP40,stock_price_cagr,10,23.0,0.0,0
COMP40,stock_price_cagr,5,24.0,0.0,0
COMP40,stock_price_cagr,3,17.0,0.0,0
COMP40,stock_price_cagr,1,12.0,0.0,0
COMP40,roe,10,25.0,73.01,1
COMP40,roe,5,24.0,66.09,1
COMP40,roe,3,21.0,45.33,1
COMP40,roe,1,16.0,10.73,1
COMP41,compounded_sales_growth,10,20.0,300.0,1
COMP41,compounded_sales_growth,5,16.0,220.0,1
COMP41,compounded_sales_growth,3,10.0,100.0,1
COMP41,compounded_sales_growth,1,8.0,0.0,0
COMP41,compounded_profit_growth,10,18.0,260.0,1
COMP41,compounded_profit_growth,5,21.0,320.0,1
COMP41,compounded_profit_growth,3,18.0,260.0,1
COMP41,compounded_profit_growth,1,12.0,0.0,0
COMP41,stock_price_cagr,10,24.0,0.0,0
COMP41,stock_price_cagr,5,17.0,0.0,0
COMP41,stock_price_cagr,3,18.0,0.0,0
COMP41,stock_price_cagr,1,13.0,0.0,0
COMP41,roe,10,26.0,79.31,1
COMP41,roe,5,20.0,37.93,1
COMP41,roe,3,18.0,24.14,1
COMP41,roe,1,17.0,17.24,1
COMP42,compounded_sales_growth,10,21.0,133.33,1
COMP42,compounded_sales_growth,5,17.0,88.89,1
COMP42,compounded_sales_growth,3,11.0,22.22,1
COMP42,compounded_sales_growth,1,9.0,0.0,0
COMP42,compounded_profit_growth,10,19.0,111.11,1
COMP42,compounded_profit_growth,5,22.0,144.44,1
COMP42,compounded_profit_growth,3,19.0,111.11,1
COMP42,compounded_profit_growth,1,13.0,0.0,0
COMP42,stock_price_cagr,10,25.0,0.0,0
COMP42,stock_price_cagr,5,18.0,0.0,0
COMP42,stock_price_cagr,3,19.0,0.0,0
COMP42,stock_price_cagr,1,14.0,0.0,0
COMP42,roe,10,27.0,85.57,1
COMP42,roe,5,21.0,44.33,1
COMP42,roe,3,19.0,30.58,1
COMP42,roe,1,18.0,23.71,1
COMP43,compounded_sales_growth,10,15.0,15.38,1
COMP43,compounded_sales_growth,5,12.0,7.69,1
COMP43,compounded_sales_growth,3,12.0,7.69,1
COMP43,compounded_sales_growth,1,10.0,0.0,0
COMP43,compounded_profit_growth,10,20.0,53.85,1
COMP43,compounded_profit_growth,5,16.0,23.08,1
COMP43,compounded_profit_growth,3,14.0,7.69,1
COMP43,compounded_profit_growth,1,14.0,0.0,0
COMP43,stock_price_cagr,10,26.0,0.0,0
COMP43,stock_price_cagr,5,19.0,0.0,0
COMP43,stock_price_cagr,3,13.0,0.0,0
COMP43,stock_price_cagr,1,9.0,0.0,0
COMP43,roe,10,22.0,50.68,1
COMP43,roe,5,22.0,50.68,1
COMP43,roe,3,20.0,36.99,1
COMP43,roe,1,16.0,9.59,1
COMP44,compounded_sales_growth,10,16.0,5.88,1
COMP44,compounded_sales_growth,5,13.0,23.53,1
COMP44,compounded_sales_growth,3,13.0,23.53,1
COMP44,compounded_sales_growth,1,11.0,0.0,0
COMP44,compounded_profit_growth,10,21.0,23.53,1
COMP44,compounded_profit_growth,5,17.0,0.0,0
COMP44,compounded_profit_growth,3,15.0,11.76,1
COMP44,compounded_profit_growth,1,15.0,0.0,0
COMP44,stock_price_cagr,10,27.0,0.0,0
COMP44,stock_price_cagr,5,20.0,0.0,0
COMP44,stock_price_cagr,3,14.0,0.0,0
COMP44,stock_price_cagr,1,10.0,0.0,0
COMP44,roe,10,23.0,57.0,1
COMP44,roe,5,23.0,57.0,1
COMP44,roe,3,21.0,43.34,1
COMP44,roe,1,17.0,16.04,1
COMP45,compounded_sales_growth,10,17.0,19.05,1
COMP45,compounded_sales_growth,5,14.0,33.33,1
COMP45,compounded_sales_growth,3,14.0,33.33,1
COMP45,compounded_sales_growth,1,8.0,0.0,0
COMP45,compounded_profit_growth,10,22.0,4.76,0
COMP45,compounded_profit_growth,5,18.0,14.29,1
COMP45,compounded_profit_growth,3,16.0,23.81,1
COMP45,compounded_profit_growth,1,16.0,0.0,0
COMP45,stock_price_cagr,10,28.0,0.0,0
COMP45,stock_price_cagr,5,21.0,0.0,0
COMP45,stock_price_cagr,3,15.0,0.0,0
COMP45,stock_price_cagr,1,11.0,0.0,0
COMP45,roe,10,24.0,63.27,1
COMP45,roe,5,24.0,63.27,1
COMP45,roe,3,18.0,22.45,1
COMP45,roe,1,18.0,22.45,1
COMP46,compounded_sales_growth,10,18.0,260.0,1
COMP46,compounded_sales_growth,5,15.0,200.0,1
COMP46,compounded_sales_growth,3,10.0,100.0,1
COMP46,compounded_sales_growth,1,9.0,0.0,0
COMP46,compounded_profit_growth,10,23.0,360.0,1
COMP46,compounded_profit_growth,5,19.0,280.0,1
COMP46,compounded_profit_growth,3,17.0,240.0,1
COMP46,compounded_profit_growth,1,12.0,0.0,0
COMP46,stock_price_cagr,10,20.0,0.0,0
COMP46,stock_price_cagr,5,22.0,0.0,0
COMP46,stock_price_cagr,3,16.0,0.0,0
COMP46,stock_price_cagr,1,12.0,0.0,0
COMP46,roe,10,25.0,69.49,1
COMP46,roe,5,20.0,35.59,1
COMP46,roe,3,19.0,28.81,1
COMP46,roe,1,16.0,8.47,1
COMP47,compounded_sales_growth,10,19.0,111.11,1
COMP47,compounded_sales_growth,5,16.0,77.78,1
COMP47,compounded_sales_growth,3,11.0,22.22,1
COMP47,compounded_sales_growth,1,10.0,0.0,0
COMP47,compounded_profit_growth,10,24.0,166.67,1
COMP47,compounded_profit_growth,5,20.0,122.22,1
COMP47,compounded_profit_growth,3,18.0,100.0,1
COMP47,compounded_profit_growth,1,13.0,0.0,0
COMP47,stock_price_cagr,10,21.0,0.0,0
COMP47,stock_price_cagr,5,23.0,0.0,0
COMP47,stock_price_cagr,3,17.0,0.0,0
COMP47,stock_price_cagr,1,13.0,0.0,0
COMP47,roe,10,26.0,75.68,1
COMP47,roe,5,21.0,41.89,1
COMP47,roe,3,20.0,35.14,1
COMP47,roe,1,17.0,14.86,1
COMP48,compounded_sales_growth,10,20.0,53.85,1
COMP48,compounded_sales_growth,5,17.0,30.77,1
COMP48,compounded_sales_growth,3,12.0,7.69,1
COMP48,compounded_sales_growth,1,11.0,0.0,0
COMP48,compounded_profit_growth,10,25.0,92.31,1
COMP48,compounded_profit_growth,5,21.0,61.54,1
COMP48,compounded_profit_growth,3,19.0,46.15,1
COMP48,compounded_profit_growth,1,14.0,0.0,0
COMP48,stock_price_cagr,10,22.0,0.0,0
COMP48,stock_price_cagr,5,24.0,0.0,0
COMP48,stock_price_cagr,3,18.0,0.0,0
COMP48,stock_price_cagr,1,14.0,0.0,0
COMP48,roe,10,27.0,81.82,1
COMP48,roe,5,22.0,48.15,1
COMP48,roe,3,21.0,41.41,1
COMP48,roe,1,18.0,21.21,1
COMP49,compounded_sales_growth,10,21.0,23.53,1
COMP49,compounded_sales_growth,5,12.0,29.41,1
COMP49,compounded_sales_growth,3,13.0,23.53,1
COMP49,compounded_sales_growth,1,8.0,0.0,0
COMP49,compounded_profit_growth,10,18.0,5.88,1
COMP49,compounded_profit_growth,5,22.0,29.41,1
COMP49,compounded_profit_growth,3,14.0,17.65,1
COMP49,compounded_profit_growth,1,15.0,0.0,0
COMP49,stock_price_cagr,10,23.0,0.0,0
COMP49,stock_price_cagr,5,17.0,0.0,0
COMP49,stock_price_cagr,3,19.0,0.0,0
COMP49,stock_price_cagr,1,9.0,0.0,0
COMP49,roe,10,22.0,47.65,1
COMP49,roe,5,23.0,54.36,1
COMP49,roe,3,18.0,20.81,1
COMP49,roe,1,16.0,7.38,1
COMP50,compounded_sales_growth,10,15.0,28.57,1
COMP50,compounded_sales_growth,5,13.0,38.1,1
COMP50,compounded_sales_growth,3,14.0,33.33,1
COMP50,compounded_sales_growth,1,9.0,0.0,0
COMP50,compounded_profit_growth,10,19.0,9.52,1
COMP50,compounded_profit_growth,5,16.0,23.81,1
COMP50,compounded_profit_growth,3,15.0,28.57,1
COMP50,compounded_profit_growth,1,16.0,0.0,0
COMP50,stock_price_cagr,10,24.0,0.0,0
COMP50,stock_price_cagr,5,18.0,0.0,0
COMP50,stock_price_cagr,3,13.0,0.0,0
COMP50,stock_price_cagr,1,10.0,0.0,0
COMP50,roe,10,23.0,53.85,1
COMP50,roe,5,24.0,60.54,1
COMP50,roe,3,19.0,27.09,1
COMP50,roe,1,17.0,13.71,1
COMP51,compounded_sales_growth,10,16.0,220.0,1
COMP51,compounded_sales_growth,5,14.0,180.0,1
COMP51,compounded_sales_growth,3,10.0,100.0,1
COMP51,compounded_sales_growth,1,10.0,0.0,0
COMP51,compounded_profit_growth,10,20.0,300.0,1
COMP51,compounded_profit_growth,5,17.0,240.0,1
COMP51,compounded_profit_growth,3,16.0,220.0,1
COMP51,compounded_profit_growth,1,12.0,0.0,0
COMP51,stock_price_cagr,10,25.0,0.0,0
COMP51,stock_price_cagr,5,19.0,0.0,0
COMP51,stock_price_cagr,3,14.0,0.0,0
COMP51,stock_price_cagr,1,11.0,0.0,0
COMP51,roe,10,24.0,60.0,1
COMP51,roe,5,20.0,33.33,1
COMP51,roe,3,20.0,33.33,1
COMP51,roe,1,18.0,20.0,1
COMP52,compounded_sales_growth,10,17.0,88.89,1
COMP52,compounded_sales_growth,5,15.0,66.67,1
COMP52,compounded_sales_growth,3,11.0,22.22,1
COMP52,compounded_sales_growth,1,11.0,0.0,0
COMP52,compounded_profit_growth,10,21.0,133.33,1
COMP52,compounded_profit_growth,5,18.0,100.0,1
COMP52,compounded_profit_growth,3,17.0,88.89,1
COMP52,compounded_profit_growth,1,13.0,0.0,0
COMP52,stock_price_cagr,10,26.0,0.0,0
COMP52,stock_price_cagr,5,20.0,0.0,0
COMP52,stock_price_cagr,3,15.0,0.0,0
COMP52,stock_price_cagr,1,12.0,0.0,0
COMP52,roe,10,25.0,66.11,1
COMP52,roe,5,21.0,39.53,1
COMP52,roe,3,21.0,39.53,1
COMP52,roe,1,16.0,6.31,1
COMP53,compounded_sales_growth,10,18.0,38.46,1
COMP53,compounded_sales_growth,5,16.0,23.08,1
COMP53,compounded_sales_growth,3,12.0,7.69,1
COMP53,compounded_sales_growth,1,8.0,0.0,0
COMP53,compounded_profit_growth,10,22.0,69.23,1
COMP53,compounded_profit_growth,5,19.0,46.15,1
COMP53,compounded_profit_growth,3,18.0,38.46,1
COMP53,compounded_profit_growth,1,14.0,0.0,0
COMP53,stock_price_cagr,10,27.0,0.0,0
COMP53,stock_price_cagr,5,21.0,0.0,0
COMP53,stock_price_cagr,3,16.0,0.0,0
COMP53,stock_price_cagr,1,13.0,0.0,0
COMP53,roe,10,26.0,72.19,1
COMP53,roe,5,22.0,45.7,1
COMP53,roe,3,18.0,19.21,1
COMP53,roe,1,17.0,12.58,1
COMP54,compounded_sales_growth,10,19.0,11.76,1
COMP54,compounded_sales_growth,5,17.0,0.0,0
COMP54,compounded_sales_growth,3,13.0,23.53,1
COMP54,compounded_sales_growth,1,9.0,0.0,0
COMP54,compounded_profit_growth,10,23.0,35.29,1
COMP54,compounded_profit_growth,5,20.0,17.65,1
COMP54,compounded_profit_growth,3,19.0,11.76,1
COMP54,compounded_profit_growth,1,15.0,0.0,0
COMP54,stock_price_cagr,10,28.0,0.0,0
COMP54,stock_price_cagr,5,22.0,0.0,0
COMP54,stock_price_cagr,3,17.0,0.0,0
COMP54,stock_price_cagr,1,14.0,0.0,0
COMP54,roe,10,27.0,78.22,1
COMP54,roe,5,23.0,51.82,1
COMP54,roe,3,19.0,25.41,1
COMP54,roe,1,18.0,18.81,1
COMP55,compounded_sales_growth,10,20.0,4.76,0
COMP55,compounded_sales_growth,5,12.0,42.86,1
COMP55,compounded_sales_growth,3,14.0,33.33,1
COMP55,compounded_sales_growth,1,10.0,0.0,0
COMP55,compounded_profit_growth,10,24.0,14.29,1
COMP55,compounded_profit_growth,5,21.0,0.0,0
COMP55,compounded_profit_growth,3,14.0,33.33,1
COMP55,compounded_profit_growth,1,16.0,0.0,0
COMP55,stock_price_cagr,10,20.0,0.0,0
COMP55,stock_price_cagr,5,23.0,0.0,0
COMP55,stock_price_cagr,3,18.0,0.0,0
COMP55,stock_price_cagr,1,9.0,0.0,0
COMP55,roe,10,22.0,44.74,1
COMP55,roe,5,24.0,57.89,1
COMP55,roe,3,20.0,31.58,1
COMP55,roe,1,16.0,5.26,1
COMP56,compounded_sales_growth,10,21.0,320.0,1
COMP56,compounded_sales_growth,5,13.0,160.0,1
COMP56,compounded_sales_growth,3,10.0,100.0,1
COMP56,compounded_sales_growth,1,11.0,0.0,0
COMP56,compounded_profit_growth,10,25.0,400.0,1
COMP56,compounded_profit_growth,5,22.0,340.0,1
COMP56,compounded_profit_growth,3,15.0,200.0,1
COMP56,compounded_profit_growth,1,12.0,0.0,0
COMP56,stock_price_cagr,10,21.0,0.0,0
COMP56,stock_price_cagr,5,24.0,0.0,0
COMP56,stock_price_cagr,3,19.0,0.0,0
COMP56,stock_price_cagr,1,10.0,0.0,0
COMP56,roe,10,23.0,50.82,1
COMP56,roe,5,20.0,31.15,1
COMP56,roe,3,21.0,37.7,1
COMP56,roe,1,17.0,11.48,1
COMP57,compounded_sales_growth,10,15.0,66.67,1
COMP57,compounded_sales_growth,5,14.0,55.56,1
COMP57,compounded_sales_growth,3,11.0,22.22,1
COMP57,compounded_sales_growth,1,8.0,0.0,0
COMP57,compounded_profit_growth,10,18.0,100.0,1
COMP57,compounded_profit_growth,5,16.0,77.78,1
COMP57,compounded_profit_growth,3,16.0,77.78,1
COMP57,compounded_profit_growth,1,13.0,0.0,0
COMP57,stock_price_cagr,10,22.0,0.0,0
COMP57,stock_price_cagr,5,17.0,0.0,0
COMP57,stock_price_cagr,3,13.0,0.0,0
COMP57,stock_price_cagr,1,11.0,0.0,0
COMP57,roe,10,24.0,56.86,1
COMP57,roe,5,21.0,37.25,1
COMP57,roe,3,18.0,17.65,1
COMP57,roe,1,18.0,17.65,1
COMP58,compounded_sales_growth,10,16.0,23.08,1
COMP58,compounded_sales_growth,5,15.0,15.38,1
COMP58,compounded_sales_growth,3,12.0,7.69,1
COMP58,compounded_sales_growth,1,9.0,0.0,0
COMP58,compounded_profit_growth,10,19.0,46.15,1
COMP58,compounded_profit_growth,5,17.0,30.77,1
COMP58,compounded_profit_growth,3,17.0,30.77,1
COMP58,compounded_profit_growth,1,14.0,0.0,0
COMP58,stock_price_cagr,10,23.0,0.0,0
COMP58,stock_price_cagr,5,18.0,0.0,0
COMP58,stock_price_cagr,3,14.0,0.0,0
COMP58,stock_price_cagr,1,12.0,0.0,0
COMP58,roe,10,25.0,62.87,1
COMP58,roe,5,22.0,43.32,1
COMP58,roe,3,19.0,23.78,1
COMP58,roe,1,16.0,4.23,0
COMP59,compounded_sales_growth,10,17.0,0.0,0
COMP59,compounded_sales_growth,5,16.0,5.88,1
COMP59,compounded_sales_growth,3,13.0,23.53,1
COMP59,compounded_sales_growth,1,10.0,0.0,0
COMP59,compounded_profit_growth,10,20.0,17.65,1
COMP59,compounded_profit_growth,5,18.0,5.88,1
COMP59,compounded_profit_growth,3,18.0,5.88,1
COMP59,compounded_profit_growth,1,15.0,0.0,0
COMP59,stock_price_cagr,10,24.0,0.0,0
COMP59,stock_price_cagr,5,19.0,0.0,0
COMP59,stock_price_cagr,3,15.0,0.0,0
COMP59,stock_price_cagr,1,13.0,0.0,0
COMP59,roe,10,26.0,68.83,1
COMP59,roe,5,23.0,49.35,1
COMP59,roe,3,20.0,29.87,1
COMP59,roe,1,17.0,10.39,1
COMP60,compounded_sales_growth,10,18.0,14.29,1
COMP60,compounded_sales_growth,5,17.0,19.05,1
COMP60,compounded_sales_growth,3,14.0,33.33,1
COMP60,compounded_sales_growth,1,11.0,0.0,0
COMP60,compounded_profit_growth,10,21.0,0.0,0
COMP60,compounded_profit_growth,5,19.0,9.52,1
COMP60,compounded_profit_growth,3,19.0,9.52,1
COMP60,compounded_profit_growth,1,16.0,0.0,0
COMP60,stock_price_cagr,10,25.0,0.0,0
COMP60,stock_price_cagr,5,20.0,0.0,0
COMP60,stock_price_cagr,3,16.0,0.0,0
COMP60,stock_price_cagr,1,14.0,0.0,0
COMP60,roe,10,27.0,74.76,1
COMP60,roe,5,24.0,55.34,1
COMP60,roe,3,21.0,35.92,1
COMP60,roe,1,18.0,16.5,1
COMP61,compounded_sales_growth,10,19.0,280.0,1
COMP61,compounded_sales_growth,5,12.0,140.0,1
COMP61,compounded_sales_growth,3,10.0,100.0,1
COMP61,compounded_sales_growth,1,8.0,0.0,0
COMP61,compounded_profit_growth,10,22.0,340.0,1
COMP61,compounded_profit_growth,5,20.0,300.0,1
COMP61,compounded_profit_growth,3,14.0,180.0,1
COMP61,compounded_profit_growth,1,12.0,0.0,0
COMP61,stock_price_cagr,10,26.0,0.0,0
COMP61,stock_price_cagr,5,21.0,0.0,0
COMP61,stock_price_cagr,3,17.0,0.0,0
COMP61,stock_price_cagr,1,9.0,0.0,0
COMP61,roe,10,22.0,41.94,1
COMP61,roe,5,20.0,29.03,1
COMP61,roe,3,18.0,16.13,1
COMP61,roe,1,16.0,3.23,0
COMP62,compounded_sales_growth,10,20.0,122.22,1
COMP62,compounded_sales_growth,5,13.0,44.44,1
COMP62,compounded_sales_growth,3,11.0,22.22,1
COMP62,compounded_sales_growth,1,9.0,0.0,0
COMP62,compounded_profit_growth,10,23.0,155.56,1
COMP62,compounded_profit_growth,5,21.0,133.33,1
COMP62,compounded_profit_growth,3,15.0,66.67,1
COMP62,compounded_profit_growth,1,13.0,0.0,0
COMP62,stock_price_cagr,10,27.0,0.0,0
COMP62,stock_price_cagr,5,22.0,0.0,0
COMP62,stock_price_cagr,3,18.0,0.0,0
COMP62,stock_price_cagr,1,10.0,0.0,0
COMP62,roe,10,23.0,47.91,1
COMP62,roe,5,21.0,35.05,1
COMP62,roe,3,19.0,22.19,1
COMP62,roe,1,17.0,9.32,1
COMP63,compounded_sales_growth,10,21.0,61.54,1
COMP63,compounded_sales_growth,5,14.0,7.69,1
COMP63,compounded_sales_growth,3,12.0,7.69,1
COMP63,compounded_sales_growth,1,10.0,0.0,0
COMP63,compounded_profit_growth,10,24.0,84.62,1
COMP63,compounded_profit_growth,5,22.0,69.23,1
COMP63,compounded_profit_growth,3,16.0,23.08,1
COMP63,compounded_profit_growth,1,14.0,0.0,0
COMP63,stock_price_cagr,10,28.0,0.0,0
COMP63,stock_price_cagr,5,23.0,0.0,0
COMP63,stock_price_cagr,3,19.0,0.0,0
COMP63,stock_price_cagr,1,11.0,0.0,0
COMP63,roe,10,24.0,53.85,1
COMP63,roe,5,22.0,41.03,1
COMP63,roe,3,20.0,28.21,1
COMP63,roe,1,18.0,15.38,1
COMP64,compounded_sales_growth,10,15.0,11.76,1
COMP64,compounded_sales_growth,5,15.0,11.76,1
COMP64,compounded_sales_growth,3,13.0,23.53,1
COMP64,compounded_sales_growth,1,11.0,0.0,0
COMP64,compounded_profit_growth,10,25.0,47.06,1
COMP64,compounded_profit_growth,5,16.0,5.88,1
COMP64,compounded_profit_growth,3,17.0,0.0,0
COMP64,compounded_profit_growth,1,15.0,0.0,0
COMP64,stock_price_cagr,10,20.0,0.0,0
COMP64,stock_price_cagr,5,24.0,0.0,0
COMP64,stock_price_cagr,3,13.0,0.0,0
COMP64,stock_price_cagr,1,12.0,0.0,0
COMP64,roe,10,25.0,59.74,1
COMP64,roe,5,23.0,46.96,1
COMP64,roe,3,21.0,34.19,1
COMP64,roe,1,16.0,2.24,0
COMP65,compounded_sales_growth,10,16.0,23.81,1
COMP65,compounded_sales_growth,5,16.0,23.81,1
COMP65,compounded_sales_growth,3,14.0,33.33,1
COMP65,compounded_sales_growth,1,8.0,0.0,0
COMP65,compounded_profit_growth,10,18.0,14.29,1
COMP65,compounded_profit_growth,5,17.0,19.05,1
COMP65,compounded_profit_growth,3,18.0,14.29,1
COMP65,compounded_profit_growth,1,16.0,0.0,0
COMP65,stock_price_cagr,10,21.0,0.0,0
COMP65,stock_price_cagr,5,17.0,0.0,0
COMP65,stock_price_cagr,3,14.0,0.0,0
COMP65,stock_price_cagr,1,13.0,0.0,0
COMP65,roe,10,26.0,65.61,1
COMP65,roe,5,24.0,52.87,1
COMP65,roe,3,18.0,14.65,1
COMP65,roe,1,17.0,8.28,1
COMP66,compounded_sales_growth,10,17.0,240.0,1
COMP66,compounded_sales_growth,5,17.0,240.0,1
COMP66,compounded_sales_growth,3,10.0,100.0,1
COMP66,compounded_sales_growth,1,9.0,0.0,0
COMP66,compounded_profit_growth,10,19.0,280.0,1
COMP66,compounded_profit_growth,5,18.0,260.0,1
COMP66,compounded_profit_growth,3,19.0,280.0,1
COMP66,compounded_profit_growth,1,12.0,0.0,0
COMP66,stock_price_cagr,10,22.0,0.0,0
COMP66,stock_price_cagr,5,18.0,0.0,0
COMP66,stock_price_cagr,3,15.0,0.0,0
COMP66,stock_price_cagr,1,14.0,0.0,0
COMP66,roe,10,27.0,71.43,1
COMP66,roe,5,20.0,26.98,1
COMP66,roe,3,19.0,20.63,1
COMP66,roe,1,18.0,14.29,1
COMP67,compounded_sales_growth,10,18.0,100.0,1
COMP67,compounded_sales_growth,5,12.0,33.33,1
COMP67,compounded_sales_growth,3,11.0,22.22,1
COMP67,compounded_sales_growth,1,10.0,0.0,0
COMP67,compounded_profit_growth,10,20.0,122.22,1
COMP67,compounded_profit_growth,5,19.0,111.11,1
COMP67,compounded_profit_growth,3,14.0,55.56,1
COMP67,compounded_profit_growth,1,13.0,0.0,0
COMP67,stock_price_cagr,10,23.0,0.0,0
COMP67,stock_price_cagr,5,19.0,0.0,0
COMP67,stock_price_cagr,3,16.0,0.0,0
COMP67,stock_price_cagr,1,9.0,0.0,0
COMP67,roe,10,22.0,39.24,1
COMP67,roe,5,21.0,32.91,1
COMP67,roe,3,20.0,26.58,1
COMP67,roe,1,16.0,1.27,0
COMP68,compounded_sales_growth,10,19.0,46.15,1
COMP68,compounded_sales_growth,5,13.0,0.0,0
COMP68,compounded_sales_growth,3,12.0,7.69,1
COMP68,compounded_sales_growth,1,11.0,0.0,0
COMP68,compounded_profit_growth,10,21.0,61.54,1
COMP68,compounded_profit_growth,5,20.0,53.85,1
COMP68,compounded_profit_growth,3,15.0,15.38,1
COMP68,compounded_profit_growth,1,14.0,0.0,0
COMP68,stock_price_cagr,10,24.0,0.0,0
COMP68,stock_price_cagr,5,20.0,0.0,0
COMP68,stock_price_cagr,3,17.0,0.0,0
COMP68,stock_price_cagr,1,10.0,0.0,0
COMP68,roe,10,23.0,45.11,1
COMP68,roe,5,22.0,38.8,1
COMP68,roe,3,21.0,32.49,1
COMP68,roe,1,17.0,7.26,1
COMP69,compounded_sales_growth,10,20.0,17.65,1
COMP69,compounded_sales_growth,5,14.0,17.65,1
COMP69,compounded_sales_growth,3,13.0,23.53,1
COMP69,compounded_sales_growth,1,8.0,0.0,0
COMP69,compounded_profit_growth,10,22.0,29.41,1
COMP69,compounded_profit_growth,5,21.0,23.53,1
COMP69,compounded_profit_growth,3,16.0,5.88,1
COMP69,compounded_profit_growth,1,15.0,0.0,0
COMP69,stock_price_cagr,10,25.0,0.0,0
COMP69,stock_price_cagr,5,21.0,0.0,0
COMP69,stock_price_cagr,3,18.0,0.0,0
COMP69,stock_price_cagr,1,11.0,0.0,0
COMP69,roe,10,24.0,50.94,1
COMP69,roe,5,23.0,44.65,1
COMP69,roe,3,18.0,13.21,1
COMP69,roe,1,18.0,13.21,1
COMP70,compounded_sales_growth,10,21.0,0.0,0
COMP70,compounded_sales_growth,5,15.0,28.57,1
COMP70,compounded_sales_growth,3,14.0,33.33,1
COMP70,compounded_sales_growth,1,9.0,0.0,0
COMP70,compounded_profit_growth,10,23.0,9.52,1
COMP70,compounded_profit_growth,5,22.0,4.76,0
COMP70,compounded_profit_growth,3,17.0,19.05,1
COMP70,compounded_profit_growth,1,16.0,0.0,0
COMP70,stock_price_cagr,10,26.0,0.0,0
COMP70,stock_price_cagr,5,22.0,0.0,0
COMP70,stock_price_cagr,3,19.0,0.0,0
COMP70,stock_price_cagr,1,12.0,0.0,0
COMP70,roe,10,25.0,56.74,1
COMP70,roe,5,24.0,50.47,1
COMP70,roe,3,19.0,19.12,1
COMP70,roe,1,16.0,0.31,0
COMP71,compounded_sales_growth,10,15.0,200.0,1
COMP71,compounded_sales_growth,5,16.0,220.0,1
COMP71,compounded_sales_growth,3,10.0,100.0,1
COMP71,compounded_sales_growth,1,10.0,0.0,0
COMP71,compounded_profit_growth,10,24.0,380.0,1
COMP71,compounded_profit_growth,5,16.0,220.0,1
COMP71,compounded_profit_growth,3,18.0,260.0,1
